8.480497247111379311e-02,9.160089441258498222e-02,9.869568433421301024e-02,1.060758847682737455e-01,1.137248086436105643e-01,1.216224697785576042e-01,1.297455506838258721e-01,1.380674108583823112e-01,1.465581382590838422e-01,1.551846460327800936e-01,1.639108159253013230e-01,1.726976890353482397e-01,1.815037037754350935e-01,1.902849800516296375e-01,1.989956477958226277e-01,2.075882170972407903e-01,2.160139863036994179e-01,2.242234836182287194e-01,2.321669369239436342e-01,2.397947658497385504e-01,2.470580894609914757e-01,2.539092424408481707e-01,2.603022922346124313e-01,2.661935493754932214e-01,2.715420631045704081e-01,2.763100944480458288e-01,2.804635591236078196e-01,2.839724330141388253e-01,2.868111134661357475e-01,2.889587303332873391e-01,2.903994014800944656e-01,2.911224283702106286e-01,2.911224283702106286e-01,2.903994014800944656e-01,2.889587303332873391e-01,2.868111134661357475e-01,2.839724330141388253e-01,2.804635591236077641e-01,2.763100944480458288e-01,2.715420631045704081e-01,2.661935493754931659e-01,2.603022922346124313e-01,2.539092424408481152e-01,2.470580894609914757e-01,2.397947658497384948e-01,2.321669369239436342e-01,2.242234836182286639e-01,2.160139863036994179e-01,2.075882170972407348e-01,1.989956477958225445e-01,1.902849800516296097e-01,1.815037037754350657e-01,1.726976890353482397e-01,1.639108159253012953e-01,1.551846460327800936e-01,1.465581382590837589e-01,1.380674108583822557e-01,1.297455506838258721e-01,1.216224697785575487e-01,1.137248086436105643e-01,1.060758847682737455e-01,9.869568433421301024e-02,9.160089441258494058e-02,8.480497247111379311e-02
9.160089441258498222e-02,9.894141360689179265e-02,1.066047508329240334e-01,1.145763701968048609e-01,1.228382473940798081e-01,1.313687946326285161e-01,1.401428258554063555e-01,1.491315657011210438e-01,1.583027050984319728e-01,1.676205057497658635e-01,1.770459550325113873e-01,1.865369720391420738e-01,1.960486646073711647e-01,2.055336362728878152e-01,2.149423411288526320e-01,2.242234836182287194e-01,2.333244593385913335e-01,2.421918320264929148e-01,2.507718410321668756e-01,2.590109328173448855e-01,2.668563093302072642e-01,2.742564855513136557e-01,2.811618480798194764e-01,2.875252063546308579e-01,2.933023279913172243e-01,2.984524497698290979e-01,3.029387560335585206e-01,3.067288166560424578e-01,3.097949772923543343e-01,3.121146953484346676e-01,3.136708159597217938e-01,3.144517832531378843e-01,3.144517832531378843e-01,3.136708159597217938e-01,3.121146953484346676e-01,3.097949772923543343e-01,3.067288166560424578e-01,3.029387560335584095e-01,2.984524497698290979e-01,2.933023279913172243e-01,2.875252063546308023e-01,2.811618480798194764e-01,2.742564855513136002e-01,2.668563093302072642e-01,2.590109328173448300e-01,2.507718410321668756e-01,2.421918320264928592e-01,2.333244593385913335e-01,2.242234836182286639e-01,2.149423411288525210e-01,2.055336362728877597e-01,1.960486646073711370e-01,1.865369720391420738e-01,1.770459550325113596e-01,1.676205057497658635e-01,1.583027050984319173e-01,1.491315657011209606e-01,1.401428258554063000e-01,1.313687946326284051e-01,1.228382473940798081e-01,1.145763701968048054e-01,1.066047508329240334e-01,9.894141360689179265e-02,9.160089441258498222e-02
9.869568433421301024e-02,1.066047508329240334e-01,1.148616386794599903e-01,1.234506861272542388e-01,1.323524728303135112e-01,1.415437389511629007e-01,1.509973476899749145e-01,1.606822949392796851e-01,1.705637691841174197e-01,1.806032640784688559e-01,1.907587453440555691e-01,2.009848727689464432e-01,2.112332771455421587e-01,2.214528909978079052e-01,2.315903309258016962e-01,2.415903283632335474e-01,2.513962045240544785e-01,2.609503843308262905e-01,2.701949431950065872e-01,2.790721796810164412e-01,2.875252063546308579e-01,2.954985505126712653e-01,3.029387560335585206e-01,3.097949772923543343e-01,3.160195559612762883e-01,3.215685715750902784e-01,3.264023569837489758e-01,3.304859702410538058e-01,3.337896150822973196e-01,3.362890029155216065e-01,3.379656501755996523e-01,3.388071059491553627e-01,3.388071059491553627e-01,3.379656501755996523e-01,3.362890029155216065e-01,3.337896150822973196e-01,3.304859702410538058e-01,3.264023569837489758e-01,3.215685715750902784e-01,3.160195559612762883e-01,3.097949772923542788e-01,3.029387560335584095e-01,2.954985505126712098e-01,2.875252063546308023e-01,2.790721796810163857e-01,2.701949431950065872e-01,2.609503843308262350e-01,2.513962045240544785e-01,2.415903283632334919e-01,2.315903309258015852e-01,2.214528909978079052e-01,2.112332771455421310e-01,2.009848727689464432e-01,1.907587453440555136e-01,1.806032640784688559e-01,1.705637691841174197e-01,1.606822949392795741e-01,1.509973476899748313e-01,1.415437389511627897e-01,1.323524728303135112e-01,1.234506861272541833e-01,1.148616386794599903e-01,1.066047508329239779e-01,9.869568433421301024e-02
1.060758847682737455e-01,1.145763701968048609e-01,1.234506861272542388e-01,1.326819996693563708e-01,1.422494382753637376e-01,1.521280027990992711e-01,1.622885272231134879e-01,1.726976890353482397e-01,1.833180736084629170e-01,1.941082951944307911e-01,2.050231763035869070e-01,2.160139863036993624e-01,2.270287390666384797e-01,2.380125484265114277e-01,2.489080391148960347e-01,2.596558097293031331e-01,2.701949431950065872e-01,2.804635591236077641e-01,2.903994014800944101e-01,2.999404540692021115e-01,3.090255755658736780e-01,3.175951451659184133e-01,3.255917094413465773e-01,3.329606206667962143e-01,3.396506567516540120e-01,3.456146129752620810e-01,3.508098559837316555e-01,3.551988309651828435e-01,3.587495135695848991e-01,3.614357989687573269e-01,3.632378214457971377e-01,3.641421990411846110e-01,3.641421990411846110e-01,3.632378214457971377e-01,3.614357989687573269e-01,3.587495135695848991e-01,3.551988309651828435e-01,3.508098559837316555e-01,3.456146129752620810e-01,3.396506567516540120e-01,3.329606206667961588e-01,3.255917094413465218e-01,3.175951451659183022e-01,3.090255755658735670e-01,2.999404540692020560e-01,2.903994014800944101e-01,2.804635591236077086e-01,2.701949431950065872e-01,2.596558097293030776e-01,2.489080391148959237e-01,2.380125484265114277e-01,2.270287390666384242e-01,2.160139863036993624e-01,2.050231763035868515e-01,1.941082951944307911e-01,1.833180736084629170e-01,1.726976890353481286e-01,1.622885272231134324e-01,1.521280027990991879e-01,1.422494382753637376e-01,1.326819996693563153e-01,1.234506861272542388e-01,1.145763701968048054e-01,1.060758847682737455e-01
1.137248086436105643e-01,1.228382473940798081e-01,1.323524728303135112e-01,1.422494382753637376e-01,1.525067661030275745e-01,1.630976545277583456e-01,1.739908344278269237e-01,1.851505804702264502e-01,1.965367801322656094e-01,2.081050634208474470e-01,2.198069951861886251e-01,2.315903309258016407e-01,2.433993358938807972e-01,2.551751661908254754e-01,2.668563093302072642e-01,2.783790805909796551e-01,2.896781702877085363e-01,3.006872359586287846e-01,3.113395324082219306e-01,3.215685715750902784e-01,3.313088033532177179e-01,3.404963077992299580e-01,3.490694886311978551e-01,3.569697575835305559e-01,3.641421990411846665e-01,3.705362044437354729e-01,3.761060662298137958e-01,3.808115215837568623e-01,3.846182369425016345e-01,3.874982251099383102e-01,3.894301878913049575e-01,3.903997783802429788e-01,3.903997783802429788e-01,3.894301878913049575e-01,3.874982251099383102e-01,3.846182369425016345e-01,3.808115215837568623e-01,3.761060662298137958e-01,3.705362044437354174e-01,3.641421990411846110e-01,3.569697575835305559e-01,3.490694886311977441e-01,3.404963077992299025e-01,3.313088033532177179e-01,3.215685715750902784e-01,3.113395324082219306e-01,3.006872359586287846e-01,2.896781702877085363e-01,2.783790805909795996e-01,2.668563093302072087e-01,2.551751661908254198e-01,2.433993358938806861e-01,2.315903309258016407e-01,2.198069951861886251e-01,2.081050634208474470e-01,1.965367801322655816e-01,1.851505804702263114e-01,1.739908344278268404e-01,1.630976545277582623e-01,1.525067661030275745e-01,1.422494382753636821e-01,1.323524728303135112e-01,1.228382473940798081e-01,1.137248086436105643e-01
1.216224697785576042e-01,1.313687946326285161e-01,1.415437389511629007e-01,1.521280027990992711e-01,1.630976545277583456e-01,1.744240310917453129e-01,1.860736918736798640e-01,1.980084305816738888e-01,2.101853490641547861e-01,2.225569960375470280e-01,2.350715727552886714e-01,2.476732065762148605e-01,2.603022922346124868e-01,2.728958993946456468e-01,2.853882438126574828e-01,2.977112181587414641e-01,3.097949772923543899e-01,3.215685715750904450e-01,3.329606206667963253e-01,3.439000192182137816e-01,3.543166649721215533e-01,3.641421990411847776e-01,3.733107475670363051e-01,3.817596536004477792e-01,3.894301878913050685e-01,3.962682273491043294e-01,4.022248902340773147e-01,4.072571176645294333e-01,4.113281917704916246e-01,4.144081817747337637e-01,4.164743104215306579e-01,4.175112344783386553e-01,4.175112344783386553e-01,4.164743104215306579e-01,4.144081817747337637e-01,4.113281917704916246e-01,4.072571176645294333e-01,4.022248902340772592e-01,3.962682273491042739e-01,3.894301878913050685e-01,3.817596536004477237e-01,3.733107475670362496e-01,3.641421990411846665e-01,3.543166649721215533e-01,3.439000192182136706e-01,3.329606206667963253e-01,3.215685715750903895e-01,3.097949772923543899e-01,2.977112181587414086e-01,2.853882438126573717e-01,2.728958993946455913e-01,2.603022922346124313e-01,2.476732065762148605e-01,2.350715727552886158e-01,2.225569960375470280e-01,2.101853490641547029e-01,1.980084305816737777e-01,1.860736918736798085e-01,1.744240310917452019e-01,1.630976545277583456e-01,1.521280027990992434e-01,1.415437389511629007e-01,1.313687946326285161e-01,1.216224697785576042e-01
1.297455506838258721e-01,1.401428258554063555e-01,1.509973476899749145e-01,1.622885272231134879e-01,1.739908344278269237e-01,1.860736918736798640e-01,1.985014254675124268e-01,2.112332771455422697e-01,2.242234836182287194e-01,2.374214243634812094e-01,2.507718410321669311e-01,2.642151292879382773e-01,2.776877028704795025e-01,2.911224283702106841e-01,3.044491278591954231e-01,3.175951451659185243e-01,3.304859702410538613e-01,3.430459147687618948e-01,3.551988309651828990e-01,3.668688644038044511e-01,3.779812307459767262e-01,3.884630054614088279e-01,3.982439150221495083e-01,4.072571176645294888e-01,4.154399616523097305e-01,4.227347090510860661e-01,4.290892133433923394e-01,4.344575397745118472e-01,4.388005181132550447e-01,4.420862185264161082e-01,4.442903424810634716e-01,4.453965219807300424e-01,4.453965219807300424e-01,4.442903424810634716e-01,4.420862185264161082e-01,4.388005181132550447e-01,4.344575397745118472e-01,4.290892133433922839e-01,4.227347090510860106e-01,4.154399616523096750e-01,4.072571176645294333e-01,3.982439150221495083e-01,3.884630054614087724e-01,3.779812307459766707e-01,3.668688644038043956e-01,3.551988309651828990e-01,3.430459147687618393e-01,3.304859702410538613e-01,3.175951451659184688e-01,3.044491278591953121e-01,2.911224283702106841e-01,2.776877028704794470e-01,2.642151292879382773e-01,2.507718410321668756e-01,2.374214243634812094e-01,2.242234836182287194e-01,2.112332771455421310e-01,1.985014254675123158e-01,1.860736918736797252e-01,1.739908344278269237e-01,1.622885272231134601e-01,1.509973476899749145e-01,1.401428258554063000e-01,1.297455506838258721e-01
1.380674108583823112e-01,1.491315657011210438e-01,1.606822949392796851e-01,1.726976890353482397e-01,1.851505804702264502e-01,1.980084305816738888e-01,2.112332771455422697e-01,2.247817478819469361e-01,2.386051442508153042e-01,2.526495989373567785e-01,2.668563093302072642e-01,2.811618480798194764e-01,2.954985505126713763e-01,3.097949772923543899e-01,3.239764492891526459e-01,3.379656501755997078e-01,3.516832908389733725e-01,3.650488283262000588e-01,3.779812307459766707e-01,3.903997783802430899e-01,4.022248902340772592e-01,4.133789644087454973e-01,4.237872200427462710e-01,4.333785281517067434e-01,4.420862185264160527e-01,4.498488499300108412e-01,4.566109311752105104e-01,4.623235812590155702e-01,4.669451175774788076e-01,4.704415623226781973e-01,4.727870584574218604e-01,4.739641881444024984e-01,4.739641881444024984e-01,4.727870584574218604e-01,4.704415623226781973e-01,4.669451175774788076e-01,4.623235812590155702e-01,4.566109311752105104e-01,4.498488499300108412e-01,4.420862185264159971e-01,4.333785281517067434e-01,4.237872200427462155e-01,4.133789644087454418e-01,4.022248902340772592e-01,3.903997783802429788e-01,3.779812307459766707e-01,3.650488283262000588e-01,3.516832908389733725e-01,3.379656501755996523e-01,3.239764492891525904e-01,3.097949772923543343e-01,2.954985505126712098e-01,2.811618480798194764e-01,2.668563093302072642e-01,2.526495989373567785e-01,2.386051442508152487e-01,2.247817478819467973e-01,2.112332771455421587e-01,1.980084305816737777e-01,1.851505804702264502e-01,1.726976890353481564e-01,1.606822949392796851e-01,1.491315657011210438e-01,1.380674108583823112e-01
1.465581382590838422e-01,1.583027050984319728e-01,1.705637691841174197e-01,1.833180736084629170e-01,1.965367801322656094e-01,2.101853490641547861e-01,2.242234836182287194e-01,2.386051442508153042e-01,2.532786376091919478e-01,2.681867837019352163e-01,2.832671637352640603e-01,2.984524497698291534e-01,3.136708159597219048e-01,3.288464296658178410e-01,3.439000192182137816e-01,3.587495135695850101e-01,3.733107475670362496e-01,3.874982251099383657e-01,4.012259310912130728e-01,4.144081817747337082e-01,4.269605021755341068e-01,4.388005181132549892e-01,4.498488499300108412e-01,4.600299944244226058e-01,4.692731813714345335e-01,4.775131910842934646e-01,4.846911198358483941e-01,4.907550805895329327e-01,4.956608273875622861e-01,4.993722928897855740e-01,5.018620299295748488e-01,5.031115495254071535e-01,5.031115495254071535e-01,5.018620299295748488e-01,4.993722928897855740e-01,4.956608273875622861e-01,4.907550805895329327e-01,4.846911198358483941e-01,4.775131910842934091e-01,4.692731813714344780e-01,4.600299944244226058e-01,4.498488499300108412e-01,4.388005181132548782e-01,4.269605021755341068e-01,4.144081817747335972e-01,4.012259310912130728e-01,3.874982251099383102e-01,3.733107475670362496e-01,3.587495135695848991e-01,3.439000192182136151e-01,3.288464296658178410e-01,3.136708159597217382e-01,2.984524497698291534e-01,2.832671637352639493e-01,2.681867837019352163e-01,2.532786376091918923e-01,2.386051442508151932e-01,2.242234836182286639e-01,2.101853490641546196e-01,1.965367801322656094e-01,1.833180736084629170e-01,1.705637691841174197e-01,1.583027050984319173e-01,1.465581382590838422e-01
1.551846460327800936e-01,1.676205057497658635e-01,1.806032640784688559e-01,1.941082951944307911e-01,2.081050634208474470e-01,2.225569960375470280e-01,2.374214243634812094e-01,2.526495989373567785e-01,2.681867837019352163e-01,2.839724330141388253e-01,2.999404540692021670e-01,3.160195559612763438e-01,3.321336851282341018e-01,3.482025453722659147e-01,3.641421990411847776e-01,3.798657443321981630e-01,3.952840620765210589e-01,4.103066238171810820e-01,4.248423515416983598e-01,4.388005181132549892e-01,4.520916762940769273e-01,4.646286033057285825e-01,4.763272471517976392e-01,4.871076604631406348e-01,4.968949074330164528e-01,5.056199295012974160e-01,5.132203558289669676e-01,5.196412452745851063e-01,5.248357475343833345e-01,5.287656723210043541e-01,5.314019569096593010e-01,5.327250240452930941e-01,5.327250240452930941e-01,5.314019569096593010e-01,5.287656723210043541e-01,5.248357475343833345e-01,5.196412452745851063e-01,5.132203558289669676e-01,5.056199295012974160e-01,4.968949074330163973e-01,4.871076604631406348e-01,4.763272471517975837e-01,4.646286033057284715e-01,4.520916762940769273e-01,4.388005181132548782e-01,4.248423515416983598e-01,4.103066238171810265e-01,3.952840620765210589e-01,3.798657443321981075e-01,3.641421990411846110e-01,3.482025453722659147e-01,3.321336851282339908e-01,3.160195559612763438e-01,2.999404540692020560e-01,2.839724330141388253e-01,2.681867837019351608e-01,2.526495989373566120e-01,2.374214243634811539e-01,2.225569960375468337e-01,2.081050634208474470e-01,1.941082951944307911e-01,1.806032640784688559e-01,1.676205057497657802e-01,1.551846460327800936e-01
